# تعريب Kentum — شجرة التقنيات
#
# اصطلاحات: تقنية=Tech، يفتح=Unlocks، المسلّة=Monolith، العصا=Staff،
# مخلب=Claw، طائرة مسيّرة=Drone، حزام ناقل=Conveyor، حوض حيوي=Vivarium،
# استنساخي=Clonal. الأرقام الرومانية تبقى كما هي لأنها تظهر في الواجهة.
# R.O.C.C.O. و Kent³ و O.R.B. أسماء علم تبقى لاتينية.
#
key	ar
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T1_Description	يخزّن طبقًا إضافيًا واحدًا لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T2_Name	تكديس الأطباق II
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T2_Description	يخزّن طبقًا إضافيًا واحدًا لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T3_Name	تكديس الأطباق III
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T3_Description	يخزّن طبقًا إضافيًا واحدًا لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T4_Name	تكديس الأطباق IV
Tech_Humankind_BiologicalAndGeneticScience_RationStackOptimization_T4_Description	يخزّن طبقًا إضافيًا واحدًا لكل خانة.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_Name	معالجة الأحواض الحيوية
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraChance_Name	طفرة النمو
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraChance_Description	يزيد قليلًا فرصة الحصول على محصول إضافي في الأحواض الحيوية.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraYield1_Name	المحصول الفائض I
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraYield1_Description	يضيف محصولًا إضافيًا واحدًا لكل دورة حوض حيوي.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraYield2_Name	المحصول الفائض II
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraYield2_Description	يضيف محصولًا إضافيًا واحدًا لكل دورة حوض حيوي.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraYield3_Name	المحصول الفائض III
Tech_Humankind_BiologicalAndGeneticScience_TerrariumManipulation_ExtraYield3_Description	يضيف محصولًا إضافيًا واحدًا لكل دورة حوض حيوي.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Name	تحسين الأحواض الحيوية
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed1_Name	سرعة الحوض الحيوي I
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed1_Description	تعمل الأحواض الحيوية أسرع.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed2_Name	سرعة الحوض الحيوي II
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed2_Description	تعمل الأحواض الحيوية أسرع.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed3_Name	سرعة الحوض الحيوي III
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed3_Description	تعمل الأحواض الحيوية أسرع.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed4_Name	سرعة الحوض الحيوي IV
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed4_Description	تعمل الأحواض الحيوية أسرع.
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed5_Name	سرعة الحوض الحيوي V
Tech_Humankind_BiologicalAndGeneticScience_TerrariumTreatment_Speed5_Description	تعمل الأحواض الحيوية أسرع.

# ── تقنيات البشرية: البنية التحتية ──
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_Name	اللوجستيات والتخزين
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T1_Name	المخزون الضخم I
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T1_Description	تزداد كل أكوام العناصر العامة بمقدار 10.
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T2_Name	المخزون الضخم II
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T2_Description	تزداد كل أكوام العناصر العامة بمقدار 10.
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T3_Name	المخزون الضخم III
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T3_Description	تزداد كل أكوام العناصر العامة بمقدار 10.
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T4_Name	المخزون الضخم IV
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T4_Description	تزداد كل أكوام العناصر العامة بمقدار 10.
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T5_Name	المخزون الضخم V
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T5_Description	تزداد كل أكوام العناصر العامة بمقدار 10.
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T6_Name	المخزون الضخم VI
Tech_Humankind_InfrastructureAndConstruction_LogisticsAndStorage_T6_Description	تزداد كل أكوام العناصر العامة بمقدار 10.
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_Name	استخراج الموارد
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T1_Name	بروتوكول التنقيب I
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T1_Description	يضيف 25% ضررًا إضافيًا على العُقد المعدنية.
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T2_Name	بروتوكول التنقيب II
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T2_Description	يضيف 25% ضررًا إضافيًا على العُقد المعدنية.
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T3_Name	بروتوكول التنقيب III
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T3_Description	يضيف 50% ضررًا إضافيًا على العُقد المعدنية.
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T4_Name	بروتوكول التنقيب IV
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T4_Description	يضيف 50% ضررًا إضافيًا على العُقد المعدنية.
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T5_Name	بروتوكول التنقيب V
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T5_Description	يضيف 75% ضررًا إضافيًا على العُقد المعدنية.
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T6_Name	بروتوكول التنقيب VI
Tech_Humankind_InfrastructureAndConstruction_ResourceExtraction_T6_Description	يضيف 75% ضررًا إضافيًا على العُقد المعدنية.
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_Name	التطوير العمراني
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T1_Name	ضغط المخططات I
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T1_Description	تكلف مواد الغرف والمنصات أقل.
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T2_Name	ضغط المخططات II
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T2_Description	تكلف مواد الغرف والمنصات أقل.
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T3_Name	ضغط المخططات III
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T3_Description	تكلف مواد الغرف والمنصات أقل.
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T4_Name	ضغط المخططات IV
Tech_Humankind_InfrastructureAndConstruction_UrbanDevelopment_T4_Description	تكلف مواد الغرف والمنصات أقل.

# ── تقنيات البشرية: التقنية والأتمتة ──
Tech_Humankind_TechAndAutomation_DrillingOperations_Name	عمليات الحفر
Tech_Humankind_TechAndAutomation_DrillingOperations_T1_Name	سرعة المثقاب I
Tech_Humankind_TechAndAutomation_DrillingOperations_T1_Description	تستخرج المثاقب المواد أسرع.
Tech_Humankind_TechAndAutomation_DrillingOperations_Speed2_Name	سرعة المثقاب II
Tech_Humankind_TechAndAutomation_DrillingOperations_Speed2_Description	تستخرج المثاقب المواد أسرع.
Tech_Humankind_TechAndAutomation_DrillingOperations_Speed3_Name	سرعة المثقاب III
Tech_Humankind_TechAndAutomation_DrillingOperations_Speed3_Description	تستخرج المثاقب المواد أسرع.
Tech_Humankind_TechAndAutomation_DrillingOperations_Speed4_Name	سرعة المثقاب IV
Tech_Humankind_TechAndAutomation_DrillingOperations_Speed4_Description	تستخرج المثاقب المواد أسرع.
Tech_Humankind_TechAndAutomation_DrillingOperations_T2_Name	ترقية تخزين المثقاب I
Tech_Humankind_TechAndAutomation_DrillingOperations_T2_Description	تخزّن المثاقب معادن أكثر قبل الحاجة إلى تفريغها.
Tech_Humankind_TechAndAutomation_DrillingLogistics_Name	لوجستيات الحفر
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage2_Name	ترقية تخزين المثقاب II
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage2_Description	تخزّن المثاقب معادن أكثر قبل الحاجة إلى تفريغها.
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage3_Name	ترقية تخزين المثقاب III
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage3_Description	تخزّن المثاقب معادن أكثر قبل الحاجة إلى تفريغها.
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage4_Name	ترقية تخزين المثقاب IV
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage4_Description	تخزّن المثاقب معادن أكثر قبل الحاجة إلى تفريغها.
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage5_Name	ترقية تخزين المثقاب V
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage5_Description	تخزّن المثاقب معادن أكثر قبل الحاجة إلى تفريغها.
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage6_Name	ترقية تخزين المثقاب VI
Tech_Humankind_TechAndAutomation_DrillingLogistics_Storage6_Description	تخزّن المثاقب معادن أكثر قبل الحاجة إلى تفريغها.
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Name	الإنتاج
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Speed1_Name	تسريع الإنتاج I
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Speed1_Description	تنتج آلات المعالجة أسرع.
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Speed2_Name	تسريع الإنتاج II
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Speed2_Description	تنتج آلات المعالجة أسرع بعد.
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Speed3_Name	تسريع الإنتاج III
Tech_Humankind_TechAndAutomation_ProductionAcceleration_Speed3_Description	تنتج آلات المعالجة بأقصى سرعة.
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Name	أتمتة القوى العاملة
Tech_Humankind_TechAndAutomation_WorkforceAutomation_T1_Name	تحسين المخالب I
Tech_Humankind_TechAndAutomation_WorkforceAutomation_T1_Description	تعمل المخالب بسرعة أعلى.
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Claw2_Name	تحسين المخالب II
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Claw2_Description	تعمل المخالب بسرعة أعلى.
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Claw3_Name	تحسين المخالب III
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Claw3_Description	تعمل المخالب بسرعة أعلى.
Tech_Humankind_TechAndAutomation_WorkforceAutomation_T2_Name	تسريع المسيّرات I
Tech_Humankind_TechAndAutomation_WorkforceAutomation_T2_Description	تتحرك المسيّرات وتعمل أسرع.
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Drone2_Name	تسريع المسيّرات II
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Drone2_Description	تتحرك المسيّرات وتعمل أسرع.
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Drone3_Name	تسريع المسيّرات III
Tech_Humankind_TechAndAutomation_WorkforceAutomation_Drone3_Description	تتحرك المسيّرات وتعمل أسرع.

# ── المسلّة ──
Tech_Monolith_CentralTerminal_PARENT_Name	نظام المسلّة
Tech_Monolith_CentralTerminal_Name	محطة المسلّة
Tech_Monolith_CentralTerminal_Description	المحطة الرئيسية للمسلّة. تدير جميع غرف المسلّة.
Tech_Monolith_DemoTerminal_Name	محطة المسلّة المركزية
Tech_Monolith_BackupTerminal	محطة المسلّة الاحتياطية
Tech_EnergyCore_PARENT_Name	إصلاحات المحطة الاحتياطية
Tech_EnergyCore_1_Name	مُعيد بناء مدخل المسلّة
Tech_EnergyCore_1_Description	يُصلح نظام إدخال المحطة الاحتياطية للمسلّة
Tech_Monolith_AgricultureAndSustenance_Name	الزراعة والتغذية
Tech_Monolith_AgricultureAndSustenance_Door_Name	غرفة الزراعة
Tech_Monolith_AgricultureAndSustenance_Door_Description	يمنح الوصول إلى غرفة الزراعة
Tech_Monolith_AgricultureAndSustenance_T1_Name	إصلاح النظام الفرعي الزراعي
Tech_Monolith_AgricultureAndSustenance_T1_Description	يفتح: تقنيات الزراعة والتغذية في القاعدة.
Tech_Monolith_AgricultureTerminal_Name	المحطة الزراعية
Tech_Monolith_BiologicalAndGeneticScience_Name	الأحياء والوراثة
Tech_Monolith_BiologicalAndGeneticScience_Door_Name	غرفة الأحياء
Tech_Monolith_BiologicalAndGeneticScience_Door_Description	يمنح الوصول إلى غرفة الأحياء
Tech_Monolith_BiologicalAndGeneticScience_T1_Name	إصلاح النظام الفرعي الحيوي
Tech_Monolith_BiologicalAndGeneticScience_T1_Description	يفتح: تقنيات الأحياء والوراثة في القاعدة.
Tech_Monolith_BiologyTerminal_Name	محطة الأحياء
Tech_Monolith_InfrastructureAndConstruction_Name	البنية التحتية والإنشاء
Tech_Monolith_InfrastructureAndConstruction_Door_Name	غرفة البنية التحتية
Tech_Monolith_InfrastructureAndConstruction_Door_Description	يمنح الوصول إلى باب غرفة البنية التحتية
Tech_Monolith_InfrastructureAndConstruction_T1_Name	إصلاح النظام الفرعي للبنية التحتية
Tech_Monolith_InfrastructureAndConstruction_T1_Description	يفتح: تقنيات البنية التحتية والإنشاء في القاعدة.
Tech_Monolith_InfrastructureTerminal_Name	محطة البنية التحتية
Tech_Monolith_TechAndAutomation_Name	التقنية والأتمتة
Tech_Monolith_TechAndAutomation_Door_Name	غرفة التقنية
Tech_Monolith_TechAndAutomation_Door_Description	يمنح الوصول إلى غرفة التقنية
Tech_Monolith_TechAndAutomation_T1_Name	إصلاح النظام الفرعي للأتمتة
Tech_Monolith_TechAndAutomation_T1_Description	يفتح: تقنيات التقنية والأتمتة في القاعدة.
Tech_Monolith_TechnologyTerminal_Name	محطة التقنية

# ── التنقل السريع ──
Tech_FastTravelTech_Name	التنقل السريع للقاعدة
Tech_FastTravelTech_Description	يتيح التنقل بين محطات التنقل السريع المكتشَفة. ويفتح عنصر الانتقال المحمول.
Tech_LocalFastTravel00_Name	التنقل السريع
Tech_LocalFastTravel00_Description	يتيح التنقل بين <color=#008aff><b>محطات التنقل السريع</b></color> المكتشَفة.
Tech_LocalFastTravelZ1_Name	إصلاح وثّاب الكريستال
Tech_LocalFastTravelZ1_Description	أصلح وثّاب الكريستال بـ<color=#008aff><b>جوهرة وثّاب الكريستال</b></color> ليسهل التنقل السريع بين المحطات.
Tech_LocalFastTravelZ2_Name	إصلاح وثّاب الكريستال
Tech_LocalFastTravelZ2_Description	أصلح وثّاب الكريستال بـ<color=#008aff><b>جوهرة وثّاب الكريستال</b></color> ليسهل التنقل السريع بين المحطات.
Tech_LocalFastTravelZ3_Name	إصلاح وثّاب الكريستال
Tech_LocalFastTravelZ3_Description	أصلح وثّاب الكريستال بـ<color=#008aff><b>جوهرة وثّاب الكريستال</b></color> ليسهل التنقل السريع بين المحطات.
Tech_LocalFastTravelZ4_Name	إصلاح وثّاب الكريستال
Tech_LocalFastTravelZ4_Description	أصلح وثّاب الكريستال بـ<color=#008aff><b>جوهرة وثّاب الكريستال</b></color> ليسهل التنقل السريع بين المحطات.
Tech_LocalFastTravelZ5_Name	إصلاح وثّاب الكريستال
Tech_LocalFastTravelZ5_Description	أصلح وثّاب الكريستال بـ<color=#008aff><b>جوهرة وثّاب الكريستال</b></color> ليسهل التنقل السريع بين المحطات.

# ── أخرى ──
Tech_PlayerEnhacement_Name	آلة التعزيز
Tech_PlayerEnhacement_Description	تستطيع هذه الآلة تعزيز كل شيء تقريبًا
Tech_ResearchBrain_Machines_Name	الآلات
Tech_Mainframe_Enable_Name	تقنية تفعيل الحاسوب المركزي
Tech_Mainframe_Enable_Description	تقنية تفعيل الحاسوب المركزي
