# تعريب Kentum — نصوص الواجهة
#
# اكتب العربية عادية منطقية — لا تشكّل الحروف ولا تعكسها، الإضافة تتولى ذلك.
# السطر الجديد يُكتب \n حرفيًا. حافظ على {0} ووسوم <...> كما هي بالضبط.
# خلية فارغة أو مفتاح غير مذكور = يظهر بالإنجليزية، وهذا آمن تمامًا.
#
# مفاتيح تُركت عمدًا بلا ترجمة:
#   UI_Language_*          أسماء اللغات تُكتب بلغتها الأصلية
#   UI_MainMenu_Copyright  إشعار حقوق قانوني
#   UI_Interaction_Unknow  رمز "????"
#   *_MultiplierFormat     صيغ أرقام بحتة
#
key	ar
UI_WorldSettings_FaunaSpawnRate_Tooltip	يعدل مدى تكرار ظهور الحيوانات مع الوقت.
UI_WorldSettings_FloraSpawnMultiplier	ظهور النباتات
UI_WorldSettings_FloraSpawnMultiplier_Tooltip	يعدل أعداد النباتات.
UI_WorldSettings_FloraSpawnRate	معدل ظهور النباتات
UI_WorldSettings_FloraSpawnRate_Tooltip	يعدل مدى تكرار ظهور النباتات مع الوقت.
UI_WorldSettings_FloraSpawnSpeed	سرعة ظهور النباتات
UI_WorldSettings_ResourceSpawnMultiplier	ظهور الموارد
UI_WorldSettings_ResourceSpawnMultiplier_Tooltip	يعدل أعداد الموارد.
UI_WorldSettings_ResourceSpawnRate	معدل ظهور الموارد
UI_WorldSettings_ResourceSpawnRate_Tooltip	يعدل مدى تكرار تجدد عقد الموارد.
UI_WorldSettings_ResourceSpawnSpeed	سرعة ظهور الموارد
UI_WorldSettings_WeatherEventsMultiplier	الأحداث الجوية
UI_WorldSettings_WeatherEventsMultiplier_Tooltip	يعدل مدى تكرار وقوع الأحداث الجوية.
UI_WorldSettings_ScrapsRefundsMultiplier	استرداد التفكيك
UI_WorldSettings_ScrapsRefundsMultiplier_Tooltip	يحدد ما إذا كانت المواد تسترد عند التفكيك في توسعة القاعدة.
UI_WorldSettings_BaseScrappingRefundRate	معدل استرداد تفكيك القاعدة
UI_WorldSettings_Reset	إعادة تعيين
UI_WorldSettings_ResetAll	إعادة تعيين الكل
UI_WorldSettings_ResetAll_Hold	إعادة تعيين الكل (استمر بالضغط)
UI_WorldSettings_Option_None	بلا
UI_WorldSettings_Option_VeryLow	منخفض جدا
UI_WorldSettings_Option_Low	منخفض
UI_WorldSettings_Option_Normal	عادي
UI_WorldSettings_Option_High	مرتفع
UI_WorldSettings_Option_VeryHigh	مرتفع جدا
UI_WorldSettings_Option_Extreme	أقصى
UI_WorldSettings_Option_ExtremelySlow	بطيء للغاية
UI_WorldSettings_Option_VerySlow	بطيء جدا
UI_WorldSettings_Option_Slow	بطيء
UI_WorldSettings_Option_Fast	سريع
UI_WorldSettings_Option_VeryFast	سريع جدا
UI_WorldSettings_Option_Fastest	الأسرع

# ── الفصول ──
UI_SeasonTransition_Entering	دخول

# ── الإبلاغ عن مشكلة ──
UI_ReportButton_Title	الإبلاغ عن مشكلة
UI_ReportForm_TitleField	ما الذي يحدث؟
UI_ReportForm_Description	وصف المشكلة (300 حرف كحد أقصى)
UI_ReportForm_ReproSteps	خطوات إعادة إنتاج المشكلة (300 حرف كحد أقصى)
UI_ReportForm_Mail	البريد الإلكتروني (اختياري)
UI_ReportForm_Severity	الخطورة
UI_ReportForm_Severity_Minor	بسيطة
UI_ReportForm_Severity_Major	كبيرة
UI_ReportForm_SendReport	إرسال
UI_ReportForm_EnterText	أدخل النص
UI_ReportForm_ClosePopup_Title	إغلاق البلاغ؟
UI_ReportForm_SuccessPopup_Title	شكرا على ملاحظتك!
UI_ReportForm_SuccessPopup_Description	شكرا على بلاغك! سيراجع فريقنا المشكلة في أقرب وقت. ويمكنك أيضا مشاركة تفاصيل إضافية (كالصور أو خطوات إعادة الإنتاج) على ديسكورد.
UI_ReportForm_ErrorPopup_Title	حدث خطأ ما
UI_ReportForm_ErrorPopup_Description	نواجه صعوبة في معالجة بلاغك، وقد يعود السبب إلى محرف غير صالح. يرجى إزالة محارف مثل علامات الجدولة أو فواصل الأسطر. شكرا لك!

# ── نهاية النسخة التجريبية ──
UI_DemoEnd_Title	شكرا للعبك!
UI_DemoEnd_RestartButton	إلى القائمة الرئيسية
UI_DemoEnd_Description	شكرا للعبك النسخة التجريبية من <size=110%><b>KENTUM</b></size>!\n\nاكتشف ما حل بالأرض، وكيف أن رجلا واحدا بعصا قد يعيد إطلاق البشرية.\n\nتظن أنك رأيت كل شيء؟ لم تخدش السطح بعد.\n\nافتح أنظمة أتمتة جامحة، واصطد مخلوقات ما كان ينبغي لها أن توجد، وحول قاعدتك الصغيرة البائسة إلى أمل البشرية الأخير.\n\n<align="center"><size=120%><b>ملف حفظك ينتقل معك، فلا أعذار.</b></size></align>\n\nاشتر اللعبة الكاملة الآن وساعد كينت في إحياء الحضارة.
