# تعريب Kentum — العناصر
#
# اكتب العربية عادية منطقية. حافظ على وسوم <color=...> و<b> كما هي بالضبط.
#
# اصطلاحات: سبيكة=Ingot، خام=Ore، مسحوق=Dust، نواة=Core، صفيحة=Sheet،
# خيط=Thread، شبكة=Mesh، ألياف=Fiber، بصيلة=Bulb، غدة=Gland، عيّنة=Specimen،
# فاسد=Spoiled/Rotten/Decayed، جرعة=Potion، طبق=Dish.
# أسماء المعادن والمخلوقات المخترعة تُنقل حرفيًا (دورانيوم، ديامونايت...).
#
key	ar
Item_RottenGasPouch_Description	قليل التغذية وخطر على معدتك. يمكن استخدامه لصنع <color=#008aff><b>وقود لبعض المركبات</b></color>، باستغلال الطاقة المختزنة في كتلته الحيوية المتحللة.
Item_RottenVenomousGland_Name	كيس سام متعفن
Item_RottenVenomousGland_Description	قليل التغذية وخطر على معدتك. يمكن استخدامه لصنع <color=#008aff><b>وقود لبعض المركبات</b></color>، باستغلال الطاقة المختزنة في كتلته الحيوية المتحللة.

# ── أدوات محمولة ──
Item_Portable_Bonfire_Item_Name	موقد محمول
Item_Portable_Bonfire_Item_Description	نار صغيرة مثالية للطهي.
Item_Portable_Drill_Item_Name	مثقاب استخراج
Item_Portable_Drill_Item_Description	مثقاب قوي يستخرج المعادن من <color=#008aff><b>العروق</b></color>.
Item_ScannerBall_Name	فخ طوري
Item_ScannerBall_Description	فخ يأسر الحيوانات حية.

# ── عيّنات المخلوقات ──
Item_Zoo_AlbinoSalamander_Name	عينة سمندل مهق
Item_Zoo_AlbinoSalamander_Description	سمندل مهق حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_ElectricSalamander_Name	عينة سمندل فولتي الظهر
Item_Zoo_ElectricSalamander_Description	سمندل فولتي الظهر حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_MediumLogidium_Name	عينة ويسكاتشا
Item_Zoo_MediumLogidium_Description	ويسكاتشا حية. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_Mole_Name	عينة H.P. مولكرافت
Item_Zoo_Mole_Description	H.P. مولكرافت حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_Nisaetus_Name	عينة نسر مرقط
Item_Zoo_Nisaetus_Description	نسر مرقط حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_Nisaetus_Charger_Name	عينة نسر مرقط ذهبي
Item_Zoo_Nisaetus_Charger_Description	نسر مرقط ذهبي حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_Parvus_Name	عينة كوريفيديلي
Item_Zoo_Parvus_Description	كوريفيديلي حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_Parvus_Kuchau_Name	عينة كوريفيديلي مهق
Item_Zoo_Parvus_Kuchau_Description	كوريفيديلي مهق حي. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
Item_Zoo_Spitter_Description	حرباء قاذفة حية. لمزيد من المعلومات عن العينة، راجع <color=#008aff><b>موسوعة الحيوانات</b></color>.
