# تعريب Kentum — مباني القاعدة والآلات
#
# ملاحظة أسلوبية: كثير من هذه الأوصاف يرويها O.R.B. الروبوت المساعد بنبرة
# ساخرة لاذعة. حافظتُ على السخرية بدل تسطيحها إلى وصف محايد.
#
key	ar
BaseExpansion_Trashium_Door_Description	جدار من التراشيوم قابل للتسلق فيه باب.
BaseExpansion_Trashium_Background_Name	خلفية من التراشيوم
BaseExpansion_Trashium_Background_Description	خلفية من التراشيوم لقاعدتك.

# ── المنشآت: وحدة الفضاء ──
BaseExpansion_SpaceModule_Family_Name	منشآت وحدة الفضاء
BaseExpansion_Space_Platform_4x1_Name	منصة وحدة الفضاء
BaseExpansion_Space_Platform_4x1_Description	منصة من وحدة الفضاء لوضع الأشياء فوقها.
BaseExpansion_Space_Wall_Name	جدار وحدة الفضاء
BaseExpansion_Space_Wall_Description	جدار من وحدة الفضاء قابل للتسلق.
BaseExpansion_Space_Door_Name	باب وحدة الفضاء
BaseExpansion_Space_Door_Description	جدار من وحدة الفضاء قابل للتسلق فيه باب.
BaseExpansion_Space_Background_4x1_Name	خلفية وحدة الفضاء
BaseExpansion_Space_Background_4x1_Description	خلفية من وحدة الفضاء لقاعدتك.

# ── المنشآت: المسلّة ──
BaseExpansion_Monolith_Family_Name	منشآت المسلّة
BaseExpansion_Monolith_Platform_Name	منصة المسلّة
BaseExpansion_Monolith_Platform_Description	منصة على طراز المسلّة.
BaseExpansion_Monolith_Wall_Name	جدار المسلّة
BaseExpansion_Monolith_Wall_Description	جدار من مادة المسلّة نفسها.
BaseExpansion_Monolith_Door_Name	باب المسلّة
BaseExpansion_Monolith_Door_Description	مدخل شبيه بمداخل المسلّة.
BaseExpansion_Monolith_Background_Name	خلفية المسلّة
BaseExpansion_Monolith_Background_Description	خلفية من مادة المسلّة.
BaseExpansion_Monolith2_Platform_Name	منصة المسلّة الكلاسيكية
BaseExpansion_Monolith2_Platform_Description	منصة كلاسيكية مستوحاة من المسلّة.
BaseExpansion_Monolith2_Wall_Name	جدار المسلّة الكلاسيكي
BaseExpansion_Monolith2_Wall_Description	جدار كلاسيكي شبيه بجدران المسلّة، قابل للتسلق.
BaseExpansion_Monolith2_Door_Name	باب المسلّة الكلاسيكي
BaseExpansion_Monolith2_Door_Description	مدخل كلاسيكي على طراز المسلّة.
BaseExpansion_Monolith2_Background_Name	خلفية المسلّة الكلاسيكية
BaseExpansion_Monolith2_Background_Description	خلفية كلاسيكية للمسلّة.

# ── الزينة ──
BaseExpansion_Lamp_Name	مصباح سقف
BaseExpansion_Lamp_Description	ضوء زينة لتلك الليالي الطويلة المظلمة.
BaseExpansion_Lamp_2_Name	مصباح سقف طويل
BaseExpansion_Lamp_2_Description	مصباح بمصابيح أنبوبية.
BaseExpansion_Lamp_3_Name	مصباح سقف أنيق
BaseExpansion_Lamp_3_Description	مصباح سقف أنيق.
BaseExpansion_Lamp_4_Name	مصباح كابوكيتشو
BaseExpansion_Lamp_4_Description	ضوء أحمر خافت يهيئ الأجواء في القاعدة. للأسف ليس لديك من تدعوه.
BaseExpansion_Torch_Name	الشعلة
BaseExpansion_Torch_Description	عنصر أساسي في حفلات اللوا الهاوايية وفي مطاردات وحش فرانكنشتاين.
BaseExpansion_Table_Name	طاولة حجرية
BaseExpansion_Table_Description	أنا الطاولة!
BaseExpansion_WoodenTable_Name	طاولة خشبية
BaseExpansion_WoodenTable_Description	أنا الطاولة!
BaseExpansion_SmallTable_Name	طاولة صغيرة
BaseExpansion_SmallTable_Description	طاولة لتضع عليها تحفك.
BaseExpansion_SoftChair_Name	كرسي وثير
BaseExpansion_SoftChair_Description	كرسي مريح.
BaseExpansion_Couch_00_Name	أريكة
BaseExpansion_Couch_00_Description	قطعة أثاث مثالية للعب التعاوني. للأسف أنت الشخص الوحيد الباقي على قيد الحياة. كما أنني لا أحب ألعاب الفيديو.
BaseExpansion_ClayVase_1_Name	مزهرية أثرية
BaseExpansion_ClayVase_1_Description	ليست أثرية حقًا، فقد صنعتها للتو، لكن الكلمة تبدو أجمل.
BaseExpansion_ClayVase_2_Name	مزهرية زينة
BaseExpansion_ClayVase_2_Description	لا يوجد نقود بداخلها فلا تكسرها من فضلك.
BaseExpansion_GlamorousMirror_Name	مرآة فاخرة
BaseExpansion_GlamorousMirror_Description	مرآة فاخرة.
BaseExpansion_SnowGlobe_Name	كرة ثلجية
BaseExpansion_SnowGlobe_Description	كرة ثلجية للزينة.
BaseExpansion_Gong_Name	الجرس الصيني
BaseExpansion_Gong_Description	جرس صيني.
BaseExpansion_Gramophone_Name	الحاكي
BaseExpansion_Gramophone_Description	كلمة «عتيق» لا تفي هذه القطعة التاريخية حقها. أنزل الإبرة وشغّل بعض الكلاسيكيات.
BaseExpansion_BarNeonSign_Name	لافتة نيون
BaseExpansion_BarNeonSign_Description	لافتة مضيئة تذكّرك بي، أفضل روبوت مساعد لديك. هل ظننتها حقًا زينة رخيصة لغرفة رجال؟
BaseExpansion_BasketballHoop_Name	سلة كرة
BaseExpansion_BasketballHoop_Description	يقولون إن البيض لا يقفزون، لكن جرّب على أي حال.
BaseExpansion_Dices_Name	نرد مخملي
BaseExpansion_Dices_Description	عنصر لا يخلو منه مرآة أي متباهٍ.
BaseExpansion_Flamingo_Name	فلامنغو بلاستيكي
BaseExpansion_Flamingo_Description	اقتلوا الجميع الآن! باركوا القتل العمد! ادعوا إلى أكل لحوم البشر! كلوا القذارة! القذارة سياستي! القذارة حياتي!
BaseExpansion_DuraniumStatue_Name	فن تجريدي
BaseExpansion_DuraniumStatue_Description	تمثال متكلَّف مصنوع من الدورانيوم. قاعدتك الآن أكثر زيفًا بنسبة 9.7%.
BaseExpansion_LimestoneStatue_Name	تمثال رجل بروميثيوس
BaseExpansion_LimestoneStatue_Description	هذا هو جسد الروبوت المثالي. قد لا يعجبك، لكن هكذا يبدو الأداء الأمثل.
BaseExpansion_RobotHand_Name	يد الروبوت K-800
BaseExpansion_RobotHand_Description	إشارة أخرى مستهلَكة إلى الثقافة الشعبية. لكنها تبدو رائعة على أي حال.
BaseExpansion_FlyingDrone_Name	مسيّرة طائرة
BaseExpansion_FlyingDrone_Description	روبوت طائر للزينة، لأن الروبوتات الطائرة لا تكفي أبدًا.
BaseExpansion_WallComputerAssistant_Name	O.R.B. 9000
BaseExpansion_WallComputerAssistant_Description	طراز عتيق من سلسلة O.R.B. أُوقف إنتاجه بعد بلاغات عن سلوك مختل نفسيًا.
BaseExpansion_MiniSpaceship_Pod_Name	مجسم سفينة السباق
BaseExpansion_MiniSpaceship_Pod_Description	والآن، هذا مرشّح جاد لإنذار قانوني.
BaseExpansion_MiniSpaceship_Wing_Name	مجسم السفينة المجنّحة
BaseExpansion_MiniSpaceship_Wing_Description	مجسم لسفينة فضاء يستخدمها غالبًا حثالة متمردون.
BaseExpansion_Poster_1_Name	ملصق Per Aspera
BaseExpansion_Poster_1_Description	ملصق جداري من Per Aspera الأصلية
BaseExpansion_PetRock_1_Name	صخرة أليفة
BaseExpansion_PetRock_1_Description	إليك قائمة بأسماء محتملة لأليفك الجديد: جيما ستون، باروك أوباما، دواين «ذا جون» روكسون، روكي ويليامز، ستونلي توتشي.
BaseExpansion_PetRock_Family_Name	عائلة الصخور الأليفة
BaseExpansion_PetRock_Family_Description	العائلات التي تتصخّر معًا، تبقى معًا.
BaseExpansion_WhaleBone_Name	عظمة حوت مصغّرة
BaseExpansion_WhaleBone_Description	عظمة حوت مصغّرة للزينة.
BaseExpansion_WeirdJar_Name	جرة غريبة
BaseExpansion_WeirdJar_Description	ما الذي في تلك الجرة أصلًا؟ مستشعراتي لا تلتقط أي بيانات مفيدة.
BaseExpansion_Weathervane_Name	دوّارة الرياح
BaseExpansion_Weathervane_Description	دوّارة رياح على هيئة ديك.
BaseExpansion_SmokeStack_Name	مدخنة
BaseExpansion_SmokeStack_Description	لم أكن أعلم أنك مولع إلى هذا الحد بالستيمبانك يا كِنت.
BaseExpansion_Sunshade_Name	مظلة شمس
BaseExpansion_Sunshade_Description	جهاز لطيف يحمي بشرتك الشاحبة البائسة من الشمس.
